date,city,orders_delivered,potential,active_restaurants,daily_online_restaurants,daily_opening_hours,delivery_area_km2,order_distance_km,order_assign_to_restaurant_distance_km,order_restaurant_to_customer_distance_km,order_handling_time_mins,assign_time_mins,total_time_mins,working_hours,delivery_rating,delivery_time_target
2022-08-07,Munich,4251,4849,615,672,13.5,166.9,3.94,0.94,3,18.5,5.2,23.7,1958.5,3.6,30
2022-08-08,Munich,3497,4360,604,676,11.5,167.5,3.63,0.88,2.75,19.8,5.6,25.4,1542.5,3.4,30
2022-08-09,Munich,3564,4064,618,673,11.5,168.6,4.42,1.15,3.27,17.6,5,22.6,1601.5,3.7,30
2022-08-10,Munich,3618,4355,610,678,11.5,167.3,3.69,0.9,2.79,17.3,4.9,22.2,1580.2,3.7,30
2022-08-11,Munich,3575,4068,636,681,11.5,169.1,3.97,0.87,3.1,19.3,5.4,24.7,1562.5,3.6,30
2022-08-12,Munich,4766,5497,624,679,13.5,169,4.28,1.06,3.22,19.8,5.6,25.4,2305,3.5,30
2022-08-13,Munich,4860,5485,610,681,13.5,168.7,4.2,1,3.2,19.7,5.6,25.3,2191.6,3.5,30
2022-08-14,Munich,4901,6020,618,681,13.5,168.7,3.14,0.71,2.43,18.6,5.3,23.9,2269.9,3.6,30
2022-08-15,Munich,5039,6210,636,684,11.5,169.4,2.96,0.95,2.01,17.8,5,22.8,2440.9,3.6,30
2022-08-16,Munich,4294,4914,616,685,11.5,168.9,3.24,1.09,2.15,19.3,5.5,24.8,2086,3.5,30
2022-08-17,Munich,4330,5297,625,686,11.5,170.2,3.23,1.24,1.99,18.1,5.1,23.2,2139,3.7,30
2022-08-18,Munich,4185,4828,637,692,11.5,171,3.08,1.02,2.06,21.4,6,27.5,1869.4,3.2,30
2022-08-19,Munich,4471,4984,638,690,13.5,170.8,3.04,0.87,2.17,16.8,4.7,21.5,2131.7,3.7,30
2022-08-20,Munich,4227,5130,617,694,13.5,172.1,3.17,0.78,2.39,18.3,5.2,23.5,1872.8,3.7,30
2022-08-21,Munich,4524,5381,635,695,13.5,172.6,3.85,1.17,2.68,16.8,4.8,21.6,2072.9,3.8,30
2022-08-22,Munich,3806,4343,653,699,11.5,172.7,4.06,1.14,2.92,17,4.8,21.8,1728.4,3.7,30
2022-08-23,Munich,3720,4233,653,697,11.5,172.5,3.01,0.79,2.22,19.3,5.4,24.7,1782,3.5,30
2022-08-24,Munich,3796,4731,644,701,11.5,171.5,3.64,0.77,2.87,19.3,5.4,24.7,1776.2,3.6,30
2022-08-25,Munich,3625,4456,660,703,11.5,172.7,3.99,1.08,2.91,16.8,4.7,21.5,1706.9,3.8,30
2022-08-26,Munich,4464,5452,645,706,13.5,173.3,3.55,0.84,2.71,16.7,4.7,21.4,2155.8,3.7,30
2022-08-27,Munich,4634,5186,638,704,13.5,173.2,4.04,0.84,3.2,17,4.8,21.8,2059.8,3.8,30
2022-08-28,Munich,4621,5606,643,705,13.5,173.9,2.84,0.75,2.09,19.7,5.6,25.3,2113.3,3.5,30
2022-08-29,Munich,3777,4276,626,706,11.5,175.1,3,0.82,2.18,19,5.4,24.4,1878,3.6,30
2022-08-30,Munich,3910,4874,645,714,11.5,173.8,3.46,0.92,2.54,16.8,4.8,21.6,1740.9,3.7,30
2022-08-31,Munich,3853,4268,647,714,11.5,175.9,3.22,1.1,2.12,18.6,5.3,23.9,1896.3,3.6,30
2022-09-01,Munich,3789,4368,662,712,11.5,175.4,3.59,0.86,2.73,19.6,5.5,25.1,1786.3,3.6,30
2022-09-02,Munich,4589,5342,662,716,13.5,175.1,3.36,0.86,2.5,20.2,5.7,25.9,2113.4,3.5,30
2022-09-03,Munich,4562,5582,652,712,13.5,174.6,3.17,0.83,2.34,20.4,5.8,26.2,2278.4,3.5,30
2022-09-04,Munich,4489,5453,642,713,13.5,174.6,3.13,0.95,2.18,18,5.1,23.1,2044.3,3.7,30
2022-09-05,Munich,4541,5250,634,712,11.5,174.2,3.18,0.77,2.41,18.3,5.1,23.4,2066.1,3.6,30
2022-09-06,Munich,4359,5164,642,713,11.5,175.9,3.74,0.95,2.79,18.7,5.3,24,1985.2,3.6,30
2022-09-07,Munich,4332,5308,656,713,11.5,175.8,3.83,1.08,2.75,21,5.9,26.9,2114.2,3.4,30
2022-09-08,Munich,4263,4700,636,711,11.5,174.3,2.85,0.68,2.17,21.8,6.1,27.9,2052.8,3.3,30
2022-09-09,Munich,4920,6004,646,714,13.5,174.7,2.78,0.67,2.11,19.7,5.5,25.2,2372,3.5,30
2022-09-10,Munich,5254,6525,644,714,13.5,175.2,2.69,0.71,1.98,19,5.3,24.3,2296.3,3.6,30
2022-09-11,Munich,5263,5814,661,714,13.5,174.9,2.94,0.98,1.96,19.5,5.5,25,2605.1,3.4,30
2022-09-12,Munich,3959,4381,665,713,11.5,174,4.34,1.17,3.17,17.9,5.1,23,1859.9,3.7,30
2022-09-13,Munich,3825,4405,654,710,11.5,174.7,2.66,0.66,2,17.7,5,22.7,1691.4,3.7,30
2022-09-14,Munich,4383,4879,644,716,11.5,176,4.18,1.22,2.96,20.2,5.7,25.9,1964.7,3.4,30
2022-09-15,Munich,4365,5115,645,712,11.5,174.7,3.88,0.72,3.16,17.8,5,22.8,1942.8,3.7,30
2022-09-16,Munich,5142,6218,633,713,13.5,174.9,3.25,1.17,2.08,18.8,5.3,24.1,2243.8,3.6,30
2022-09-17,Munich,5295,6274,635,714,13.5,174.4,3.5,0.95,2.55,20.5,5.8,26.3,2502.2,3.4,30
2022-09-18,Munich,5181,5851,634,713,13.5,175.3,4.35,1.06,3.29,17.9,5,22.9,2475.5,3.7,30
2022-09-19,Munich,4453,5335,633,714,11.5,175.1,4.08,0.97,3.11,18,5.1,23.1,2216.3,3.7,30
2022-09-20,Munich,4371,5257,636,715,11.5,174.6,3.58,0.95,2.63,19,5.3,24.3,2137.4,3.6,30
2022-09-21,Munich,4548,5638,635,712,11.5,174.3,4.17,1.16,3.01,21.4,6,27.4,2097.2,3.3,30
2022-09-22,Munich,4225,4740,634,716,11.5,175.7,4.22,1.11,3.11,20.9,5.9,26.8,2063.7,3.4,30
2022-09-23,Munich,5061,6092,653,712,13.5,174.2,3.38,0.95,2.43,17.8,5,22.8,2278.8,3.7,30
2022-09-24,Munich,5221,6456,669,713,13.5,175.3,3.92,0.73,3.19,19.8,5.6,25.4,2596,3.5,30
2022-09-25,Munich,5359,6298,664,712,13.5,173.9,3.33,0.73,2.6,18.9,5.3,24.2,2579.1,3.6,30
2022-09-26,Munich,3817,4405,628,712,11.5,175.4,3.82,1.14,2.68,19.3,5.4,24.7,1728.2,3.6,30
2022-09-27,Munich,3755,4226,647,715,11.5,175.5,4.32,0.98,3.34,19.6,5.5,25.1,1808.2,3.6,30
2022-09-28,Munich,3940,4846,669,719,11.5,175.5,4.07,0.95,3.12,20.1,5.7,25.8,1775.9,3.4,30
2022-09-29,Munich,3872,4488,632,712,11.5,174.9,3.52,1.07,2.45,18.6,5.2,23.8,1684.4,3.6,30
2022-09-30,Munich,4737,5867,666,716,13.5,175.8,3.13,1.18,1.95,20.7,5.8,26.5,2115.6,3.4,30
2022-10-01,Munich,4478,5495,651,712,13.5,176.2,3.86,1.04,2.82,20.6,5.8,26.4,2129.8,3.4,30
2022-10-02,Munich,4729,5469,667,713,13.5,174.8,4.05,1.12,2.93,20.2,5.7,25.9,2083.1,3.4,30
2022-10-03,Munich,5029,5964,668,717,11.5,174.8,3.97,1.12,2.85,20.1,5.7,25.8,2495.3,3.4,30
2022-10-04,Munich,4387,4843,654,711,11.5,175.1,4.17,0.87,3.3,19.3,5.5,24.8,1978.4,3.5,30
2022-10-05,Munich,4457,5078,653,711,11.5,174.8,3.97,0.82,3.15,19.2,5.4,24.6,2220.7,3.5,30
2022-10-06,Munich,4434,5349,636,713,11.5,174.7,3.71,1.14,2.57,17.7,5,22.7,2160.4,3.7,30
2022-10-07,Munich,5290,6356,634,715,13.5,174.7,2.92,0.89,2.03,18.7,5.3,24,2303.7,3.6,30
2022-10-08,Munich,5001,5766,646,714,13.5,175.9,3.81,1.2,2.61,20.7,5.9,26.6,2372.1,3.4,30
2022-10-09,Munich,5198,6348,636,714,13.5,175.4,3.6,0.7,2.9,20.2,5.7,25.9,2314.2,3.4,30
2022-10-10,Munich,3959,4494,632,714,11.5,174.8,3.48,0.69,2.79,20.4,5.7,26.1,1873.8,3.4,30
2022-10-11,Munich,3845,4495,642,715,11.5,173.8,3.91,1.22,2.69,16.9,4.8,21.7,1707.4,3.7,30
2022-10-12,Munich,3725,4361,659,708,11.5,174.2,3.65,1.05,2.6,17.3,4.9,22.2,1626.9,3.7,30
2022-10-13,Munich,3940,4535,627,712,11.5,175.3,3.24,0.89,2.35,19.8,5.6,25.4,1849.2,3.5,30
2022-10-14,Munich,4543,5647,640,714,13.5,173.9,3.44,1.11,2.33,18.1,5.1,23.2,2095.7,3.7,30
2022-10-15,Munich,4525,5450,647,715,13.5,175.1,3.7,1.06,2.64,17.2,4.8,22,2067.5,3.7,30
2022-10-16,Munich,4512,5328,652,717,13.5,174.5,3.14,0.98,2.16,20.7,5.8,26.5,1978.6,3.5,30
2022-10-17,Munich,3820,4494,634,712,11.5,175,3.14,0.72,2.42,19.8,5.6,25.4,1839.2,3.4,30
2022-10-18,Munich,3858,4335,672,717,11.5,175,3.54,1.15,2.39,18.3,5.2,23.5,1767,3.5,30
2022-10-19,Munich,3713,4291,652,713,11.5,175.1,3.94,1.18,2.76,20,5.6,25.6,1770.3,3.4,30
2022-10-20,Munich,3733,4483,650,714,11.5,174.8,2.79,0.76,2.03,19.4,5.5,24.9,1807.7,3.5,30
2022-10-21,Munich,4538,5621,629,715,13.5,174.8,4.27,1.17,3.1,19.8,5.6,25.4,2240.5,3.4,30
2022-10-22,Munich,88888,5515,649,714,13.5,174.6,3.92,1.19,2.73,20,5.6,25.6,2063.8,3.6,30
2022-10-23,Munich,4611,5279,666,716,13.5,175.2,3.87,0.99,2.88,17.1,4.8,21.9,2036.1,3.7,30
2022-10-24,Munich,4452,5186,636,713,11.5,175.4,3.97,1.05,2.92,20.3,5.7,26,2114.5,3.5,30
2022-10-25,Munich,4438,4936,643,714,11.5,174.4,3.24,0.89,2.35,17.7,5,22.7,2049.1,3.7,30
2022-10-26,Munich,4438,4949,631,717,11.5,175,3.43,0.83,2.6,17.9,5,22.9,2024,3.7,30
2022-10-27,Munich,4583,5364,669,713,11.5,175.1,4.37,1.09,3.28,21.5,6.1,27.6,2157.3,3.3,30
2022-10-28,Munich,5226,6164,632,715,13.5,175.1,4.19,1.18,3.01,19.9,5.6,25.5,2301.2,3.5,30
2022-10-29,Munich,5262,5996,663,711,13.5,175.1,4.35,1.05,3.3,20.8,5.9,26.7,2495.2,3.3,30
2022-10-30,Munich,5142,6151,645,718,13.5,174.8,3.95,0.97,2.98,21.2,6,27.2,2523.7,3.4,30
2022-10-31,Munich,4510,5436,656,717,11.5,175.1,2.95,0.76,2.19,21.7,6.1,27.8,2207.3,3.4,30
2022-11-01,Munich,5137,5881,662,720,11.5,175.3,2.72,0.69,2.03,21.4,6,27.4,2265.7,3.3,30
2022-11-02,Munich,4457,5409,637,717,11.5,175.1,3.68,0.93,2.75,19.7,5.6,25.3,1940.9,3.5,30
2022-11-03,Munich,4278,4837,646,713,11.5,175.3,3.13,0.69,2.44,19.1,5.4,24.5,2050.1,3.6,30
2022-11-04,Munich,5200,6144,644,716,13.5,175.5,3.33,1,2.33,18.3,5.2,23.5,2545.2,3.6,30
2022-11-05,Munich,4510,5505,629,713,13.5,174.1,3.96,0.89,3.07,18.3,5.2,23.5,2102.9,3.7,30
2022-11-06,Munich,4701,5549,667,718,13.5,175.5,3.56,1.11,2.45,18.2,5.1,23.3,2124.4,3.7,30
2022-11-07,Munich,3927,4854,629,713,11.5,175.2,3.22,0.84,2.38,19,5.3,24.3,1798.3,3.6,30
2022-11-08,Munich,3793,4205,655,713,11.5,174.4,4.15,1.02,3.13,19.3,5.5,24.8,1659.7,3.5,30
2022-11-09,Munich,4044,4805,639,712,11.5,175.4,4.1,0.98,3.12,20.6,5.8,26.4,1801.1,3.5,30
2022-11-10,Munich,3811,4513,636,714,11.5,174.8,3.1,0.66,2.44,19.6,5.5,25.1,1685.8,3.5,30
2022-11-11,Munich,4446,5330,656,714,13.5,174.9,3.81,0.7,3.11,19.3,5.4,24.7,2056,3.5,30
2022-11-12,Munich,4530,5549,652,713,13.5,174.7,3.96,0.83,3.13,18,5.1,23.1,2159,3.7,30
2022-11-13,Munich,4503,5443,646,719,13.5,175.2,3.72,1.19,2.53,16.8,4.8,21.6,2037.1,3.8,30
2022-11-14,Munich,3877,4724,652,716,11.5,174.6,2.78,0.75,2.03,17.9,5,22.9,1818.7,3.7,30
2022-11-15,Munich,3716,4248,640,716,11.5,175.5,3.03,1.09,1.94,19.7,5.6,25.3,1781.1,3.5,30
2022-11-16,Munich,3786,4384,669,719,11.5,174.9,3.91,1.24,2.67,17.6,5,22.5,1850.7,3.8,30
2022-11-17,Munich,3871,4622,643,716,11.5,174.8,3.55,1.13,2.42,19.6,5.5,25.1,1793.5,3.6,30
2022-11-18,Munich,4621,5466,638,714,13.5,175.4,4.15,0.81,3.34,19,5.4,24.4,2121.4,3.5,30
2022-11-19,Munich,4606,5730,658,712,13.5,174.8,4.23,1.21,3.02,17.4,4.9,22.3,2122,3.7,30
2022-11-20,Munich,4620,5211,629,714,13.5,175.5,3.73,0.72,3.01,17.8,5,22.8,2270.3,3.6,30
2022-11-21,Munich,3802,4382,644,719,11.5,175.5,4.22,0.94,3.28,18.7,5.3,24,1751.3,3.6,30
2022-11-22,Munich,3679,4362,643,713,11.5,174.3,4.37,1.19,3.18,18.4,5.2,23.6,1794.2,3.7,30
2022-11-23,Munich,3800,4674,668,717,11.5,175.6,3.43,1.04,2.39,19.8,5.6,25.4,1728,3.5,30
2022-11-24,Munich,3886,4816,672,718,11.5,174.3,3.08,0.91,2.17,19.7,5.5,25.2,1825.4,3.5,30
2022-11-25,Munich,4594,5284,660,716,13.5,175.6,3.82,0.84,2.98,19,5.4,24.4,2037.6,3.5,30
2022-11-26,Munich,4647,5158,652,717,13.5,176,3.36,0.89,2.47,20,5.6,25.6,2080.6,3.6,30
2022-11-27,Munich,4549,5291,658,717,13.5,175.4,3.57,0.97,2.6,19,5.3,24.3,2051.6,3.6,30
2022-11-28,Munich,3939,4565,648,717,11.5,173.9,3.67,0.85,2.82,20.5,5.8,26.3,1782.2,3.4,30
2022-11-29,Munich,3584,4472,645,719,11.5,175.5,4.45,1.24,3.21,17.6,5,22.5,1653,3.6,30
2022-11-30,Munich,3854,4488,669,714,11.5,176.1,3.75,1.22,2.53,19.6,5.5,25.1,1909.5,3.6,30
2022-12-01,Munich,3974,4553,635,717,11.5,174.8,4.22,1.18,3.04,18.2,5.1,23.3,1809.1,3.6,30
2022-12-02,Munich,4757,5493,642,713,13.5,175,3.23,0.91,2.32,17.8,5,22.8,2222.8,3.7,30
2022-12-03,Munich,4584,5315,664,712,13.5,174.4,3.99,1.07,2.92,17.4,4.9,22.3,2141.2,3.7,30
2022-12-04,Munich,4475,5473,661,716,13.5,175.2,3.14,1.2,1.94,18.9,5.3,24.2,2117.1,3.5,30
2022-12-05,Munich,3976,4421,632,717,11.5,175.6,4.33,1.17,3.16,17.6,5,22.5,1744.8,3.7,30
2022-12-06,Munich,3834,4399,634,720,11.5,175.3,2.89,0.91,1.98,17.5,4.9,22.4,1847.9,3.7,30
2022-12-07,Munich,3824,4760,656,721,11.5,176.6,3.67,0.73,2.94,20.7,5.8,26.5,1825.3,3.4,30
2022-12-08,Munich,3750,4211,653,719,11.5,175,2.71,0.71,2,19.9,5.6,25.5,1638.3,3.5,30
2022-12-09,Munich,4483,5430,650,718,13.5,174.2,3.32,1.01,2.31,19.7,5.5,25.2,1998.6,3.5,30
2022-12-10,Munich,4664,5379,643,717,13.5,175.1,3.69,1.05,2.64,19.9,5.6,25.5,2327.1,3.6,30
2022-12-11,Munich,4674,5549,670,714,13.5,173.8,3.7,1.17,2.53,20.6,5.8,26.4,2057.4,3.4,30
2022-12-12,Munich,3860,4303,641,716,11.5,174.7,3.05,0.84,2.21,19,5.3,24.3,1866.5,3.6,30
2022-12-13,Munich,3763,4312,653,719,11.5,175.8,3.17,0.76,2.41,17.6,5,22.5,1701.3,3.7,30
2022-12-14,Munich,3733,4386,650,719,11.5,175.2,3.85,0.89,2.96,20.1,5.7,25.8,1723.5,3.5,30
2022-12-15,Munich,3696,4194,635,714,11.5,175.1,3.75,0.87,2.88,19.7,5.5,25.2,1710.3,3.5,30
2022-12-16,Munich,4551,5376,640,718,13.5,175.9,2.78,0.74,2.04,18.3,5.2,23.5,2054.3,3.6,30
2022-12-17,Munich,4507,5106,671,718,13.5,174.9,4.05,1.06,2.99,18.6,5.2,23.8,2185.6,3.6,30
2022-12-18,Munich,4437,5313,668,718,13.5,175.6,2.98,0.97,2.01,18.3,5.2,23.5,2166.8,3.5,30
2022-12-19,Munich,3905,4825,639,717,11.5,175.1,3.79,1.09,2.7,20.4,5.8,26.2,1778.6,3.5,30
2022-12-20,Munich,3708,4126,669,718,11.5,175.2,3.17,0.87,2.3,18.1,5.1,23.2,1776.6,3.6,30
2022-12-21,Munich,3938,4459,641,719,11.5,174.4,3.62,0.86,2.76,20.5,5.8,26.3,1718,3.5,30
2022-12-22,Munich,3879,4758,656,716,11.5,174.8,3.25,0.94,2.31,20.4,5.7,26.1,1816.5,3.4,30
2022-12-23,Munich,4637,5539,635,718,13.5,174.3,4.51,1.19,3.32,19.2,5.4,24.6,2280.3,3.5,30
2022-12-24,Munich,4774,5307,668,717,13.5,175,3.05,0.68,2.37,19,5.4,24.4,2164.3,3.5,30
2022-12-25,Munich,5247,6154,630,714,13.5,175.2,3.42,1.14,2.28,18.2,5.1,23.3,2508.3,3.6,30
2022-12-26,Munich,4695,5312,653,716,11.5,174.4,3.21,0.88,2.33,16.8,4.7,21.5,2296.3,3.7,30
2022-12-27,Munich,3810,4304,661,714,11.5,176,4.37,1.17,3.2,17.2,4.9,22.1,1791.4,3.8,30
2022-12-28,Munich,4097,5084,638,720,11.5,175.1,3.97,1.14,2.83,19.7,5.6,25.3,1789.7,3.4,30
2022-12-29,Munich,3801,4615,649,718,11.5,175,3.83,0.87,2.96,18.6,5.2,23.8,1790,3.6,30
2022-12-30,Munich,4553,5483,632,717,13.5,175.4,4.31,1.08,3.23,17.3,4.9,22.2,2163.8,3.7,30
2022-12-31,Munich,4650,5281,664,721,13.5,174.6,3.98,0.76,3.22,17.8,5,22.8,2179.7,3.7,30
2023-01-01,Munich,5355,5985,645,718,13.5,175.1,4.17,1.2,2.97,20.5,5.8,26.3,2672.6,3.5,30
2023-01-02,Munich,3764,4632,653,715,11.5,174.6,3.12,0.9,2.22,18.2,5.1,23.3,1845.2,3.6,30
2023-01-03,Munich,3742,4119,671,717,11.5,175.8,4.05,0.93,3.12,20.3,5.7,26,1659.5,,30
2023-01-04,Munich,3985,4615,647,721,11.5,174.5,3.31,1.08,2.23,17.9,5.1,23,1737.6,3.7,30
2023-01-05,Munich,3723,4250,633,717,11.5,175,4.13,1.15,2.98,18.9,5.3,24.2,1818.4,3.6,30
2023-01-06,Munich,5398,6399,661,719,13.5,175.2,3.7,0.8,2.9,16.8,4.7,21.5,2498.3,3.8,30
2023-01-07,Munich,4713,5361,667,720,13.5,175.2,4.06,1.06,3,18.8,5.3,24.1,2058.2,3.6,30
2023-01-08,Munich,4718,5410,674,719,13.5,174.7,3.59,0.9,2.69,19.3,5.4,24.7,2304.9,3.6,30
2023-01-09,Munich,3779,4638,643,723,11.5,174.6,3.71,0.88,2.83,17.6,5,22.6,1838.1,3.7,30
2023-01-10,Munich,3819,4546,646,716,11.5,174.7,4.34,1.07,3.27,19,5.4,24.4,1676.4,3.5,30
2023-01-11,Munich,3799,4261,666,716,11.5,175.3,2.97,0.89,2.08,19.3,5.4,24.7,1717.7,3.5,30
2023-01-12,Munich,3686,4456,664,716,11.5,174.9,3.24,0.87,2.37,19.4,5.5,24.9,1801.9,3.5,30
2023-01-13,Munich,4661,5272,658,718,13.5,175.4,3.96,1.16,2.8,19.8,5.6,25.4,2200.6,3.4,30
2023-01-14,Munich,4611,5371,646,721,13.5,175.2,4.01,0.72,3.29,17.9,5.1,23,2286.2,3.6,30
2023-01-15,Munich,4752,5688,642,716,13.5,173.9,3.14,1.07,2.07,19,5.3,24.3,2231.2,3.6,30
2023-01-16,Munich,3757,4285,639,721,11.5,175.1,2.78,0.81,1.97,20.6,5.8,26.4,1682.2,3.4,30
2023-01-17,Munich,3948,4570,672,719,11.5,176.1,2.69,0.67,2.02,20.3,5.7,26,1822.6,3.5,30
2023-01-18,Munich,3955,4786,637,716,11.5,175.7,2.77,0.76,2.01,20.5,5.8,26.3,1802.5,3.5,30
2023-01-19,Munich,3844,4769,653,715,11.5,175.2,4.23,1.02,3.21,18.3,5.1,23.4,1832.2,3.7,30
2023-01-20,Munich,4390,5177,655,716,13.5,174.5,4.04,1.09,2.95,19.8,5.6,25.4,2143.1,3.4,30
2023-01-21,Munich,4556,5018,646,717,13.5,175.2,3.56,0.67,2.89,19.2,5.4,24.6,2273.5,3.5,30
2023-01-22,Munich,4786,5507,647,718,13.5,175.4,3.35,0.68,2.67,17,4.8,21.8,2130.5,3.8,30
2023-01-23,Munich,3869,4487,664,722,11.5,174.9,4.23,1.2,3.03,20,5.6,25.6,1765.9,3.5,30
2023-01-24,Munich,3909,4498,650,720,11.5,175.2,2.86,0.7,2.16,19.4,5.5,24.9,1889.5,3.5,30
2023-01-25,Munich,3831,4464,641,717,11.5,175.8,3.69,1.2,2.49,17.5,4.9,22.4,1802.4,3.7,30
2023-01-26,Munich,3817,4560,650,720,11.5,174.6,3.43,0.8,2.63,17,4.8,21.8,1703.7,3.7,30
2023-01-27,Munich,4421,4943,670,722,13.5,174.5,3.19,1.1,2.09,20,5.7,25.7,2045.2,3.4,30
2023-01-28,Munich,4687,5347,678,723,13.5,175.3,3.38,0.85,2.53,17,4.8,21.8,2242.5,3.7,30
2023-01-29,Munich,4715,5545,660,719,13.5,175.2,3.56,1.18,2.38,17.1,4.8,21.9,2266.7,3.8,30
2023-01-30,Munich,3744,4295,668,721,11.5,175.5,3.07,1.08,1.99,18.4,5.2,23.6,1812.8,3.6,30
2023-01-31,Munich,3822,4772,658,722,11.5,175.3,3.03,0.9,2.13,17.2,4.9,22.1,1700.8,3.8,30
2023-02-01,Munich,3808,4435,656,716,11.5,174.7,3.72,0.71,3.01,20.4,5.7,26.1,1751.2,3.4,30
2023-02-02,Munich,3882,4776,674,718,11.5,175.2,3.07,1.1,1.97,18.6,5.2,23.8,1754.4,3.6,30
2023-02-03,Munich,4553,5620,656,724,13.5,174.4,4.28,1.03,3.25,19,5.3,24.3,2016.4,3.5,30
2023-02-04,Munich,4701,5760,635,719,13.5,174.9,2.72,0.66,2.06,20.4,5.8,26.2,2047.4,3.4,30
2023-02-05,Munich,4615,5108,669,714,13.5,175.3,3.73,0.67,3.06,18.8,5.3,24.1,2224.3,3.6,30
2023-02-06,Munich,3585,4453,666,719,11.5,174.8,4.35,1.15,3.2,18.1,5.1,23.2,1745.1,3.8,30
2023-02-07,Munich,3884,4347,652,722,11.5,176.2,4.08,0.82,3.26,19.9,5.6,25.5,1816.1,3.5,30
2023-02-08,Munich,3939,4353,676,720,11.5,174.1,4.19,1.04,3.15,18.5,5.2,23.7,1959.2,3.5,30
2023-02-09,Munich,3724,4327,649,721,11.5,174.7,3.27,0.93,2.34,17.9,5.1,23,1664.3,3.6,30
2023-02-10,Munich,4648,5248,651,722,13.5,174.5,3.59,1.18,2.41,19.6,5.5,25.1,2052,3.5,30
2023-02-11,Munich,4790,5401,659,719,13.5,174.6,3.75,1.21,2.54,19.9,5.6,25.5,2171.5,3.4,30
2023-02-12,Munich,4619,5280,644,719,13.5,174.7,-9.9,1.26,2.14,19.9,5.6,25.5,2220.2,3.5,30
2023-02-13,Munich,3954,4496,663,720,11.5,174.3,2.72,0.75,1.97,20.6,5.8,26.4,1941.1,3.4,30
2023-02-14,Munich,3795,4564,640,720,11.5,175.4,4.34,1.18,3.16,19.8,5.6,25.4,1794.6,3.5,30
2023-02-15,Munich,3838,4329,638,720,11.5,174.7,3.54,0.82,2.72,19.7,5.6,25.3,1705.8,3.5,30
2023-02-16,Munich,3819,4512,656,720,11.5,175.1,3.8,1.01,2.79,20.1,5.7,25.8,1814.8,3.5,30
2023-02-17,Munich,4569,5701,656,719,13.5,174.8,4.2,0.96,3.24,16.7,4.7,21.4,2272.8,3.9,30
2023-02-18,Munich,4593,5350,639,722,13.5,174.7,3.54,0.67,2.87,18.2,5.1,23.3,2205.8,3.7,30
2023-02-19,Munich,4444,5316,676,721,13.5,175.8,4.13,1.22,2.91,19.7,5.5,25.2,1934.7,3.5,30
2023-02-20,Munich,3806,4740,656,718,11.5,175.5,3.75,0.71,3.04,19.1,5.4,24.5,1727.6,3.5,30
2023-02-21,Munich,3973,4452,640,720,11.5,174.1,3.17,1.07,2.1,17.4,4.9,22.3,1750,3.6,30
2023-02-22,Munich,3743,4352,647,721,11.5,174,3.57,1.13,2.44,17.9,5.1,23,1676.6,3.7,30
2023-02-23,Munich,3733,4582,667,719,11.5,175.5,4.44,1.14,3.3,18,5.1,23.1,1726.7,3.6,30
2023-02-24,Munich,4614,5720,658,722,13.5,174.7,3.97,0.74,3.23,19,5.3,24.3,2256.7,3.5,30
2023-02-25,Munich,4619,5497,641,720,13.5,174.2,4.11,0.93,3.18,20,5.7,25.7,2194.7,3.5,30
2023-02-26,Munich,4645,5209,638,721,13.5,175.5,3.73,1.16,2.57,20.4,5.8,26.2,2135.5,3.4,30
2023-02-27,Munich,3828,4728,652,720,11.5,175.1,3.98,0.84,3.14,19.7,5.5,25.2,1692.9,3.4,30
2023-02-28,Munich,3847,4332,645,717,11.5,175.1,2.95,0.94,2.01,20,5.7,25.7,1849,3.5,30
2023-03-01,Munich,3804,4385,659,717,11.5,175.4,2.97,0.82,2.15,18.6,5.2,23.8,1868,3.7,30
2023-03-02,Munich,3712,4292,675,722,11.5,174.3,3.46,0.94,2.52,18.3,5.1,23.4,1712.5,3.6,30
2023-03-03,Munich,4600,5368,645,721,13.5,174.2,3.81,1.19,2.62,18.3,5.1,23.4,2240.7,3.7,30
2023-03-04,Munich,4680,5702,672,722,13.5,175.8,3.24,0.93,2.31,19.2,5.4,24.6,2143.7,3.5,30
2023-03-05,Munich,5235,6388,674,721,13.5,174.3,3.43,0.99,2.44,18.3,5.1,23.4,2518,3.6,30
2023-03-06,Munich,4241,5122,673,721,11.5,174.4,3.07,0.9,2.17,20.1,5.7,25.8,2049.5,3.5,30
2023-03-07,Munich,4441,4899,677,723,11.5,174.5,3.56,0.94,2.62,20.5,5.8,26.3,2095.1,3.4,30
2023-03-08,Munich,4326,5125,671,722,11.5,176,3.72,0.67,3.05,19.6,5.5,25.1,1986.3,3.6,30
2023-03-09,Munich,4555,5521,661,723,11.5,175.2,3.7,0.83,2.87,21.7,6.1,27.8,2105.3,3.2,30
2023-03-10,Munich,5216,6085,652,721,13.5,175.5,3.01,0.92,2.09,20.3,5.7,26,2515.7,3.5,30
2023-03-11,Munich,5273,6547,655,721,13.5,175.1,3.66,1.04,2.62,18.6,5.3,23.9,2325.6,3.6,30
2023-03-12,Munich,5186,6345,673,722,13.5,174.7,3.85,0.93,2.92,19.7,5.6,25.3,2551,3.5,30
2023-03-13,Munich,4409,5271,646,720,11.5,175.3,3.54,0.86,2.68,20.5,5.8,26.3,2191.5,3.4,30
2023-03-14,Munich,4565,5064,641,721,11.5,174.2,3.38,0.89,2.49,19,5.4,24.4,2093.3,3.6,30
